!	1251
76,500	1
760	2
77	3
7700	2
775	1
777	1
782	1
8	73
8.4	1
80	18
80,000	3
800	5
800,000	2
807	1
815	1
822	1
83	1
830	1
832	1
84	1
840	1
845	1
85	2
86	1
8600	1
87,000	1
88	2
895	1
9	59
90	4
900	6
9000	1
905	1
910	1
912	1
928	1
930	1
945	1
95	2
950	1
956	1
96	2
962	1
969	1
973	2
98	3
99	6
:	1994
?	3539
Aba	1
Abadele	1
Abadona	1
Abadoni	1
Abagata	1
Abaisa	40
Abana	1
Abarima	7
Abarimi	1
Abata	10
Abediele	1
Abela	19
Abele	11
Aberahamo	303
Aberamo	76
Aberona	2
Abesaloma	141
Abetenigo	15
Abi	3
Abia	11
Abialabono	1
Abiasapa	1
Abiatara	31
Abiba	6
Abida	4
Abidadama	33
Abidana	2
Abidi	4
Abidona	7
Abiele	4
Abiesa	1
Abiesere	9
Abigaila	28
Abihaili	7
Abihu	12
Abihuda	1
Abilene	1
Abimaela	2
Abimeleka	80
Abinadaba	13
Abinaomi	4
Abinere	77
Abirama	13
Abisaga	6
Abisai	34
Abisua	7
Abisuru	3
Abitala	2
Abiuda	2
Ada	10
Adaba	1
Adabela	1
Adabele	1
Adaia	11
Adalia	1
Adama	1
Adamata	1
Adami	1
Adamina	2
Adamu	28
Adana	1
Adara	13
Adarama	1
Adarameleka	2
Adaramuteno	1
Adaria	1
Adariele	1
Adavana	1
Adelai	1
Aderieli	1
Adi	2
Adiele	4
Adima	5
Adina	7
Adini	1
Aditaimi	1
Adona	1
Adonaisa	38
Adoni	6
Adonikama	3
Adonirama	6
Adorahi	40
Adoraimi	1
Adorama	1
Adulama	12
Adumimi	2
Aena	7
Aenea	2
Aenona	1
Afrika	1
Agabo	2
Agaga	12
Age	1
Agripa	12
Aguru	1
Aha	2
Ahaba	178
Ahabana	1
Ahaia	1
Ahaidia	1
Ahaisa	23
Ahalai	2
Ahara	1
Aharahele	1
Ahasa	71
Ahasabai	1
Ahasaia	75
Ahasuero	34
Ahava	3
Ahi	2
Ahia	3
Ahiama	2
Ahiana	1
Ahiesere	4
Ahihuda	1
Ahikama	18
Ahiluda	5
Ahimana	4
Ahimasa	20
Ahimeleka	19
Ahimoto	2
Ahinadaba	1
Ahinoama	7
Ahio	6
Ahira	2
Ahirama	2
Ahisa	1
Ahisahara	1
Ahisamaka	3
Ahitopela	21
Ahitubu	21
Ahoa	1
Ahohi	5
Aholiaba	1
Ahumai	1
Ahusama	1
Ahusata	1
Ai	481
Aia	6
Aiaha	1
Aialono	10
Aiemai	190
Aigupito	921
Aina	5
Aiona	1
Aisi	1
Akaboro	7
Akada	1
Akaia	12
Akaiko	1
Akana	16
Akarabima	3
Akasapa	3
Akasia	6
Akasiba	2
Akelao	1
Akeledama	1
Akesipi	1
Akimi	2
Akipo	1
Akisa	11
Akisi	23
Akisiba	1
Ako	1
Akoro	1
Akubu	8
Akwila	7
Ala-ala	8
Alabo	1
Alaia	9
Alamaleka	1
Alamodada	2
Alamona	2
Alamono	1
Alava	1
Alavana	1
Aleluia	3
Alemete	4
Alepa	2
Alepeo	5
Alesana	6
Alesandria	4
Alia	1
Aliana	1
Alono	3
Alusu	2
Ama	1
Amada	1
Amala	1
Amaleka	65
Amama	1
Amana	1
Amaraia	20
Amarama	16
Amarapela	2
Amasa	21
Amasahai	1
Amasai	7
Amasaia	68
Amasi	4
Amasia	1
Amawa	1
Amen	53
Amepilia	1
Amepipoli	1
Ami	1
Amiele	6
Amihuda	7
Aminadaba	15
Aminona	39
Amisabada	1
Amisadai	2
Amitai	3
Amoka	1
Amona	27
Amoni	1
Amono	141
Amoro	101
Amosa	11
Amoso	13
Amu	2
Ana	16
Anaba	2
Anaharata	1
Anaia	2
Anaki	10
Anakima	10
Anakimi	1
Anama	1
Anamima	2
Anana	2
Ananaia	2
Anani	1
Anania	15
Anata	5
Anatoto	21
Andrea	14
Ane	38
Anedroniko	1
Aneme	1
Anere	3
Aneru	54
Aneruna	2
Anetipa	1
Anetipatiri	1
Anetotaisa	1
Aniama	1
Aniani	52
Anibou	3
Anima	1
Anina	21
Anoto	1
Antioka	25
Anuba	1
Aonega	114
Apaimi	2
Apakasada	6
Apasada	5
Apeka	10
Apele	1
Apia	2
Apika	1
Apio	1
Apisi	1
Apoliona	1
Apolo	21
Apolonia	1
Aposetolo	10
Ara	14
Araba	18
Arabaha	18
Arabele	1
Arabia	19
Arabimi	1
Arada	8
Aradono	1
Aragobo	4
Araia	1
Araka	2
Araki	5
Arama	13
Aramagedono	1
Aramea	5
Aramia	1
Aramoni	1
Arana	2
Aranana	1
Aranona	27
Arapada	6
Ararata	4
Arasa	2
Aratasaseta	23
Arauna	21
Aravada	4
Arekipo	1
Areli	3
Areni	2
Areo	3
Areta	1
Aretema	1
Aria	66
Ariara	17
Aridai	1
Aridata	1
Ariele	6
Arimatea	4
Arioka	8
Arisai	1
Arisitako	5
Aristobulo	1
Aroda	3
Arodi	1
Aroere	17
Arona	410
Aruboto	1
Aruma	2
Asa	84
Asabea	1
Asabela	4
Asabuku	1
Asadoda	24
Asagada	3
Asahai	2
Asahele	24
Asahuru	6
Asaia	9
Asakelona	13
Asakena	3
Asalaia	2
Asamavete	9
Asamona	3
Asana	5
Asanaia	1
Asapa	34
Asaraia	42
Asarela	1
Asarele	8
Asaria	2
Asariahu	1
Asariela	2
Asariele	4
Asarikama	8
Asasa	1
Asasaia	3
Asasele	6
Asataroto	17
Asavata	1
Asegada	1
Aseka	7
Aseko	1
Asele	5
Asenate	4
Asera	39
Asere	44
Aseriele	1
Asia	21
Asiele	1
Asima	1
Asina	2
Asinoto	1
Asipata	1
Asipenasa	9
Asiri	7
Asisa	1
Asiwana	3
Aso	2
Asora	2
Asuba	5
Asunukrito	1
Asuria	210
Asurima	1
Asuru	7
Atada	3
Atai	5
Ataia	1
Ataiai	57
Ataka	1
Atalai	1
Atalaia	30
Atalia	1
Atara	1
Atarima	1
Ataroto	9
Atena	7
Atere	5
Atoa	9
Au	65
Augusto	4
Auri	21
Ava	10
Avene	5
Avima	4
Aviti	2
Babalau	2
Babela	2
Babulonia	566
Bada	15
Badadia	5
Badana	214
Badina	1937
Badu	14
Baharumu	1
Bahurimi	6
Baimumu	2
Baka	1
Bakabakara	1
Bakabukaia	3
Bakabuku	2
Bakosi	2
Bakutu	1
Bala	149
Baladana	4
Balaki	49
Balama	95
Balata	5
Bali	6
Balisi	1
Bamahuta	1
Bamoto	4
Bana	3
Banaba	36
Banaha	10
Bani	18
Bapatiso	21
Bara	4
Baraba	14
Baraia	1
Barakele	2
Baraki	20
Baranea	11
Barasaba	2
Barasalai	1
Barasilai	13
Bariesu	1
Baruku	34
Basa	37
Basalele	1
Basalutu	2
Basana	58
Basebeta	1
Baseia	2
Basemata	7
Basileia	166
Bata	3
Batarabimi	1
Bataseba	27
Batesua	1
Batimeo	1
Batolomeo	4
Bavai	2
Be	55
Bea	1
Bealaia	1
Bealoto	2
Bebai	6
Bedada	3
Bedana	1
Bedeia	1
Behemoto	3
Beibi	1
Bekere	7
Bekorata	2
Bel	2
Bela	17
Belesasa	11
Belesebulo	6
Beliada	1
Belitisasa	10
Bema	1230
Benabinadaba	1
Benaia	57
Benami	1
Bene	2
Beneberaka	1
Benedeka	1
Benegebere	1
Benehadada	52
Benehaili	1
Benehanana	1
Beneheseda	1
Benehuru	1
Benesohete	1
Beniamina	210
Beninu	1
Beno	2
Benoni	1
Benoto	1
Beoni	1
Beoro	12
Bera	1
Beraia	8
Beraka	3
Berakaia	1
Bere	36
Berea	6
Bereda	2
Beredi	4
Berekaia	12
Berenike	3
Beri	2
Beria	5
Beriti	3
Bero	7
Berota	1
Berotai	1
Beroto	10
Besai	5
Besalele	22
Bese	122
Beseka	6
Besena	1
Besere	6
Besodeia	1
Besoro	3
Beta	1
Betania	13
Betavene	1
Bete	112
Betedena	1
Betekede	2
Betele	87
Betelehema	56
Betemaka	2
Betene	1
Betepage	3
Betesaida	7
Betesana	4
Betesata	1
Betesele	1
Betesuru	1
Betonimi	1
Betuela	12
Betulu	1
Biaguna	35
Bidikara	1
Bigevai	6
Bigita	1
Bigitana	2
Bikiri	9
Bilahana	2
Bilankesi	1
Bileama	1
Biledada	5
Bilega	1
Bileha	11
Bilehana	1
Bilesana	2
Biliha	1
Biluga	1
Bilugai	1
Bimihala	1
Binea	4
Binui	7
Bira	1
Biraha	4
Biri	3
Biriki	2
Birisa	1
Biru	4
Bisilama	1
Bisini	1
Bisiotaia	1
Bisita	1
Bita	1
Bitunia	2
Blasto	1
Boanere	1
Boasa	1
Boasi	45
Bodaga	1
Boga	3
Bogahisihisi	9
Bogana	2
Bogibada	3
Bohani	2
Bokeru	2
Bokimi	2
Bona	2683
Bonana	1
Borasana	1
Boroma	13
Boromakau	78
Bose	1
Bosea	5
Bosekata	1
Bosenai	4
Bosera	10
Bosikata	1
Botaia	1
Boubou	57
Bubasitisi	1
Buka	284
Bukadia	2
Bukaia	2
Bukana	8
Buki	6
Buna	1
Buni	3
Buruka	2
Busi	1
Busu	5
Daba	71
Dabai	24
Dabera	1
Daberata	2
Dabesete	2
Dabua	39
Dadaira	3
Dadia	1
Daekau	2
Dagedage	41
Dagi	8
Dagona	15
Dahaka	120
Daiguni	1
Daihutu	1
Daika	190
Daikadaika	1
Daina	8
Daiutu	6
Dakaka	1
Dakono	1
Dala	54
Dalamanuta	1
Dalamatia	1
Dalapono	1
Damari	1
Damaseko	63
Damena	9
Damima	1
Danaha	1
Daniela	85
Dano	87
Danu	7
Dara	1
Darada	1
Darakono	1
Daramu	3
Darauese	1
Dariuse	31
Datana	11
Daudau	10
Davana	15
Davara	135
Davida	1457
Debara	4
Debiri	14
Debora	9
Dedana	11
Dehe	10
Dehena	1
Dehoro	4
Delaia	6
Delila	16
Dema	3
Demetrio	6
Derebe	5
Dia	2
Diabolo	4
Diakono	3
Diana	5
Diari	21
Diba	34
Dibagani	3
Dibalaimi	1
Dibilataimi	3
Dibiri	1
Dibona	13
Dibura	38
Digara	2
Diho	13
Dika	63
Dikana	7
Dikila	2
Dileana	1
Dimairi	2
Dimina	1
Dimona	1
Dina	526
Dinadia	22
Dinana	24
Dinihaba	2
Dio	2
Dionusio	1
Diotrepe	3
Dipata	1
Dirava	6726
Diravana	242
Disahaba	1
Disana	5
Disi	1
Disona	7
Do	532
Dobu	5
Dodai	2
Dodana	1
Dodavahu	1
Dodo	5
Doega	8
Dogeta	2
Dohore	14
Dokana	1
Dokona	8
Doma	1
Doniki	20
Dopika	2
Doreka	2
Dorina	1
Doro	12
Dotana	4
Drusila	2
Du	21
Duahia	3
Duba	1
Dubu	1396
Dubuna	4
Dudai	1
Duma	3
Dura	1
Durua	20
E	1
Ebala	8
Ebede	7
Ebedi	6
Ebenesera	3
Ebere	13
Eberona	1
Ebese	1
Ebiasapa	6
Eden	17
Edena	144
Edere	3
Ederei	8
Edeseni	16
Edia	727
Edoma	200
Efeso	23
Egalona	16
Egelaimi	1
Egelata	2
Egila	2
Egu	688
Ehi	1
Ehuda	19
Ekalesia	21
Ekarona	24
Ekebatana	1
Ekere	1
El	4
Ela	14
Elaha	24
Elama	35
Elamadama	2
Elanatana	3
Elasa	2
Elasara	2
Elata	7
Eleada	4
Eleale	5
Eleasa	6
Eleasara	88
Eledada	2
Eledaha	2
Elehanana	3
Elekoso	1
Elenatana	1
Elepala	3
Elepelete	1
Elerama	1
Eleteke	1
Eletekone	1
Eletolada	1
Eli	46
Elia	160
Eliaba	22
Eliada	4
Eliahoenai	1
Eliakimi	22
Eliama	1
Eliasapa	3
Eliasibi	18
Eliata	2
Eliele	11
Elienai	1
Eliesere	17
Elihanana	1
Elihorepe	1
Elihu	15
Elika	1
Elikana	31
Elima	6
Elimeleka	9
Elinama	1
Elinatana	3
Elioenai	8
Elipala	1
Elipasa	17
Elipelehu	2
Elipelete	8
Elisa	3
Elisabada	2
Elisabeta	11
Elisaia	181
Elisama	14
Elisapana	6
Elisapata	1
Elisua	3
Elisuru	2
Eliteke	1
Elitolada	1
Eliuda	2
Eloi	4
Elona	7
Elono	3
Elulu	1
Eluma	3
Elusai	1
Emai	2
Emanuela	4
Emausa	1
Emeka	1
Emekesi	1
Emima	4
Emu	15
Emui	387
Ena	113
Enaimi	2
Enama	1
Enana	4
Ene	24
Enegalaimi	1
Enoka	16
Enono	3
Enosi	10
Epa	7
Epafra	4
Epafrodito	4
Epai	1
Epaineto	1
Eparaima	144
Eparata	14
Eparatara	1
Eparona	14
Epata	1
Epelala	2
Epere	4
Epese	1
Epikuro	1
Epodi	8
Erana	2
Erasito	3
Ere	11
Eregabe	17
Ereke	2
Eri	3
Esabona	1
Esakola	1
Esakolo	5
Esana	1
Esarahadona	3
Esau	110
Ese	5
Esebai	1
Esebala	2
Esebana	2
Esebona	1
Eseka	2
Esekiela	25
Esele	1
Eseli	2
Eseme	3
Esera	53
Eseraha	1
Esere	15
Eseta	76
Esetaoli	8
Esetemo	1
Esetemoa	4
Esetono	2
Esiono	8
Esiri	1
Esitemoa	1
Esitera	1
Etama	10
Etana	9
Etanimi	2
Ete	1
Etebala	1
Etenana	1
Eteni	2
Etere	2
Etiopia	46
Eubulo	1
Eunike	1
Euodia	1
Euperate	61
Eutiko	2
Evi	2
Evila	4
Famili	1
Farao	256
Farisea	103
Feliki	11
Festo	16
Fibi	2
Fig	11
Filemona	2
Filipi	8
Filipo	41
Foka	1
Forotunato	1
Fugelo	1
Gaba	6
Gabai	1
Gabata	1
Gabeai	120
Gaberiela	3
Gabriela	2
Gabu	33
Gabua	7
Gabudia	2
Gabuna	129
Gabunai	2
Gada	1
Gadara	2
Gadere	1
Gadi	20
Gadiela	1
Gado	95
Gadona	1
Gahama	1
Gahara	2
Gaigai	12
Gaio	5
Gala	13
Galala	5
Galatia	7
Galeda	2
Galilea	87
Galimi	2
Galio	3
Galo	3
Gama	2
Gamada	1
Gamaliela	6
Gamulu	1
Ganima	3
Gareba	3
Gari	23
Gasa	27
Gasama	2
Gasese	2
Gaso	2
Gata	55
Gatama	3
Gatoi	1
Gau	107
Gaudia	9
Gaukara	31
Gauna	14
Gavamani	2
Gavana	6
Geba	20
Gebala	4
Gebere	9
Gebimi	1
Geda	1
Gedalaia	35
Gedera	3
Gedere	2
Gederotaimi	1
Gederoto	2
Gedi	6
Gedoro	7
Geharasimi	2
Gehasi	25
Geliloto	3
Gemali	1
Gemaraia	6
Genesareta	3
Genubata	2
Gera	10
Gerara	11
Gerasa	4
Geresome	9
Geresone	38
Gerisima	4
Gerutu	1
Gesana	1
Geseme	4
Gesere	18
Gesuru	14
Getere	2
Getesemane	2
Gevele	1
Gia	1
Gibara	1
Gibea	52
Gibeona	69
Gibetona	5
Gida	1
Gidaloti	2
Gidele	4
Gideona	93
Gideoni	2
Gidomo	1
Gihona	7
Gilalai	1
Gileada	153
Gileboa	8
Gilegala	43
Gilo	4
Gima	16
Gimaia	2
Gimiso	1
Ginata	1
Ginetoi	1
Ginetono	1
Gini	2
Ginigunana	7
Girigasa	7
Girisi	1
Gisipa	1
Gisono	1
Gita	7
Gitaimi	1
Gitimi	1
Goa	1
Goada	24
Goadadia	12
Goadana	1
Goba	2
Goeva	3
Goevagoeva	1
Goga	26
Gohu	19
Gohuna	3
Goimi	4
Golana	5
Goliata	25
Golo	34
Gologota	3
Gomere	9
Gomora	24
Gorere	22
Gosana	5
Gosena	19
Guba	138
Gudu	1
Gudugoda	2
Guhi	1
Guna	151
Gunaguna	58
Gunalaia	6
Gunana	4
Guni	5
Guri	10
Guria	9
Guriguri	6
Guru	2
Gwarume	10
Gwau	1
Gwauhamata	6
Haba	4
Habaia	1
Habakuku	2
Habasinaia	1
Haboro	3
Haboua	3
Hada	1
Hadada	25
Hadadesa	26
Hadalai	1
Hadasa	2
Hadata	1
Haderaka	2
Hadibaia	59
Hadida	2
Hadidi	1
Hadikaia	9
Hadoa	3
Hadohado	1
Hadokoa	1
Hadorama	2
Haelepa	1
Haere	1
Hagaba	2
Hagabaha	1
Hagai	13
Hagaia	2
Hagana	1
Hagara	26
Hagedolimi	1
Hagere	1
Hagi	3
Hagidigada	2
Haginia	2
Hagiri	1
Hagiti	5
Hagoevaia	1
Hagoimi	3
Hahasatari	1
Haheauka	2
Hahelagaia	257
Hahine	151
Hahiroto	3
Haida	88
Hairai	10
Hakalaia	2
Hakamoni	2
Hakatana	1
Hakaua	4
Hakereme	2
Hakila	3
Hakore	1
Hakoso	4
Hakupa	2
Hala	3
Halahulu	1
Halaka	2
Hali	1
Halohese	2
Hamana	66
Hamarana	1
Hamasea	1
Hamata	42
Hamatamaia	7
Hamauria	43
Hamedata	5
Hamo	18
Hamolekete	1
Hamona	1
Hamono	2
Hamoro	14
Hamoto	1
Hamuele	2
Hamulu	4
Hamutala	3
Hana	24
Hanai	2
Hanaia	2
Hanaihanai	10
Hanamele	4
Hanamoa	2
Hanana	18
Hananaia	28
Hananele	4
Hanani	11
Hanatoni	1
Hani	2
Hanibi	1
Haniela	1
Hanoka	7
Hanua	200
Hanuaboi	70
Hanunu	18
Haoda	2
Haparaimi	1
Hapuku	1
Hara	1
Harabona	2
Harada	2
Haraga	2
Harahaia	1
Harahasa	2
Harahuru	2
Harama	1
Harana	23
Haranepere	1
Harara	5
Harasa	4
Harepe	1
Haresete	3
Hari	154
Haria	1
Harihari	155
Hariharibada	3
Harimi	9
Haripa	1
Haripi	1
Haroda	4
Haroe	1
Haroseta	3
Harumapa	1
Harumu	1
Harupa	1
Harusu	1
Hasa	1
Hasabadana	1
Hasabaia	19
Hasabaimi	2
Hasabana	1
Hasabaneia	2
Hasadaia	1
Hasaele	26
Hasaia	2
Hasamono	2
Hasara	8
Hasaramaveta	1
Hasaramavete	1
Hasasono	2
Hasasuala	1
Haseleleponi	1
Haseme	1
Hasena	1
Hasenua	2
Haseroto	5
Hasiele	1
Hasinadoa	4
Haso	1
Hasoperete	1
Hasoro	21
Hasuba	3
Hasubu	5
Hasumu	5
Hasupa	2
Hataka	10
Hatata	1
Hatava	3
Hatikono	1
Hatili	2
Hatipa	2
Hatita	2
Hatubua	16
Hatusu	5
Haurana	2
Havila	7
Havoto	1
Hea	1
Headava	19
Heagi	1
Heai	6
Heatu	3
Heau	7
Hebere	12
Heberona	88
Heberu	68
Hebou	17
Hedibagani	1
Hegai	7
Hegelama	1
Hegeregere	6
Heinisi	1
Hekapa	4
Hekokoroku	30
Hekokoruku	1
Hekure	1
Hekwakwanai	1
Hekwarahi	6
Hel	2
Hela	2
Helaga	1305
Helagadia	2
Helagana	34
Helai	6
Helama	2
Helebe	1
Helebono	1
Heledai	4
Helede	1
Heleka	1
Helekata	1
Heleke	3
Helene	32
Helepe	1
Helese	6
Heli	2
Heliba	1
Helikati	1
Heliopolisi	2
Helona	2
Helulu	1
Hemana	19
Hemarai	7
Hemudana	1
Hena	3
Henadaba	1
Henadada	3
Henanadai	1
Henaoa	16
Henia	10
Heniatorehai	1
Henuna	1
Henunai	4
Hepapahuahu	2
Hepere	13
Hepisiba	1
Herahera	8
Here	4
Herea	78
Hereadaena	1
Herema	1
Hereme	2
Heremogene	1
Heremona	18
Herese	1
Herete	1
Hereva	129
Herevana	1
Heroda	65
Herodia	8
Herodiona	1
Hesarona	24
Hesebona	37
Hesede	1
Hesekaia	192
Hesemona	1
Hesero	2
Hesiai	74
Hesiri	1
Heta	1
Hetelono	2
Heti	1
Hetoa	1
Heudahanai	9
Heva	6
Hibere	1
Hidai	1
Hidi	2
Hiele	3
Hieropoli	1
Hilekaia	40
Hilele	2
Hilene	1
Hinoma	12
Hira	2
Hirama	26
Hisihisi	39
Hisiki	1
Hisiu	15
Hiti	62
Hitolo	14
Hivi	26
Hoa	10
Hoba	1
Hobaba	3
Hobaia	1
Hoda	1
Hodahoda	1
Hodaia	6
Hodavaia	7
Hodese	2
Hodu	2
Hogila	7
Hohama	1
Hoihoi	8
Holona	3
Homama	1
Homere	1
Hopera	1
Hopini	5
Hora	2
Horama	1
Horeme	1
Horese	4
Hori	11
Horo	13
Horoma	9
Horonaimi	5
Horono	16
Hosa	5
Hosaia	3
Hosama	1
Hosana	5
Hosea	30
Hosi	32
Hotama	3
Hotiri	2
Hua	74
Huahua	3
Huala	5
Huana	1
Huina	1
Hukoko	2
Hulida	3
Hulu	2
Humenaio	2
Humuta	1
Hunia	11
Hupama	2
Hupima	3
Hurai	1
Hurama	26
Hurehure	4
Huri	2
Huria	5
Huru	19
Husa	1
Husai	14
Husaka	1
Husama	4
Husata	4
Husima	4
Husoto	1
Hutuma	2
INAI	1
Ia	2224
Iabala	2
Iabese	30
Iabina	9
Iabine	1
Iabinele	2
Iaboka	7
Iada	2
Iadai	1
Iado	2
Iadono	1
Iadua	3
Iaele	9
Iaguru	1
Iahadai	1
Iahadiele	1
Iahamai	1
Iahasa	6
Iahasaha	2
Iahaseia	1
Iahasera	2
Iahasiele	8
Iahata	10
Iairi	15
Iairo	3
Iakabo	1
Iakana	5
Iake	1
Iakimi	1
Iakina	2
Iakini	6
Iakoba	1
Iakobo	387
Iala	2
Ialama	4
Ialela	1
Ialila	2
Ialono	1
Iambre	2
Iamesi	41
Iamileka	1
Iamina	6
Iamini	1
Ianai	3
Iane	2
Ianima	1
Ianoa	3
Iapelete	4
Iapeta	12
Iapia	6
Iara	3
Iaraha	2
Iaramutu	7
Iareda	9
Iaresaia	1
Iari	1
Iaribi	3
Iarimi	1
Iaroa	2
Iasa	3
Iasaia	3
Iasanaia	4
Iasara	2
Iasela	1
Iasene	1
Iasera	4
Iasere	9
Iasiele	5
Iasila	2
Iasipa	1
Iasisi	1
Iasobeama	5
Iasoni	5
Iasu	1
Iasuba	1
Iasubu	4
Iataniele	1
Iatiri	4
Iavana	6
Ibere	3
Ibihara	3
Ibileama	4
Ibineia	1
Ibinia	1
Ibiri	1
Ibisama	1
Ibisana	4
Ibounai	388
Idala	1
Idau	71
Idauidau	1
Idaunegai	5
Idere	1
Idia	2308
Idibasa	1
Idilapa	1
Ido	14
Iduara	60
Iduarana	2
Iduhu	17
Idumea	1
Iearimi	20
Ieaterai	1
Ieberekaia	1
Iebusu	43
Iedaia	11
Iediaele	7
Iedida	2
Iedidaia	1
Iedutunu	12
Iegara	1
Iehaia	1
Iehalelele	2
Iehedeia	2
Iehiele	14
Iehieli	2
Iehisikaia	1
Iehoada	2
Iehoadini	2
Iehoahasa	28
Iehoasa	39
Iehohanana	7
Iehoiada	66
Iehoiakimi	46
Iehoiakini	37
Iehoiaribi	1
Iehoikini	1
Iehonadaba	6
Iehonatana	1
Iehorama	43
Iehosabada	4
Iehosadaka	8
Iehosapata	106
Iehoseba	7
Iehova	4
Iehu	95
Iehuba	1
Iehuda	1
Iehudi	7
Iehuele	1
Iehukala	1
Ieiele	13
Iekabasele	1
Iekamaia	3
Iekameama	2
Iekolaia	2
Iekonia	1
Iekutiele	2
Iemima	1
Iemuela	2
Iena	1078
Iepeta	35
Iepune	13
Iera	2
Ierahamele	10
Ieraia	4
Ierede	2
Ieremai	1
Ieremia	172
Ieremoto	7
Ieribai	1
Ieriele	1
Ieriko	73
Ierimoto	7
Ierioto	1
Ieroboama	134
Ierohama	15
Ierubeseta	1
Ierubu	2
Ieruele	1
Ierusa	2
Ierusalema	1181
Iesa	2
Iesaia	9
Iesana	2
Iesanaia	1
Iesarela	1
Iese	52
Iesebele	31
Ieserahaia	1
Iesere	5
Ieserele	45
Iesiele	1
Iesimiele	1
Iesimono	4
Iesimoto	4
Iesisai	2
Iesohaia	1
Iesu	1957
Iesua	12
Ietere	8
Ietero	22
Ietete	2
Ieturu	3
Ieuele	2
Ieule	1
Ieusu	10
Igala	3
Igidalaia	1
Iharuana	5
Ihatoina	3
Ikaboda	2
Ikese	3
Ikoko	2
Ikonio	6
Ikoukou	21
Ilai	1
Ilama	1
Iliseba	2
Iluriko	1
Ima	2
Imana	1
Imere	9
Imi	1
Imila	4
Imina	5
Imira	1
Imiri	3
Imuna	1
Inai	2920
India	2
Iniseni	21
Inua	6
Inuinu	2
Io	117
Ioa	12
Ioaba	183
Ioahasa	1
Ioana	2
Ioanana	2
Ioane	185
Ioaribi	1
Ioasa	93
Iobaba	9
Iobo	1
Iobu	126
Ioda	2
Ioede	2
Ioela	25
Ioesere	1
Iogobeha	2
Ioha	2
Iohanana	25
Iohoiakimi	1
Ioiada	4
Ioiakimi	5
Ioiaribi	4
Iokatana	5
Iokebeda	1
Iokebedi	2
Iokimi	1
Iokodeama	1
Iokomeama	2
Iokoneama	3
Iokoneami	1
Iokosana	4
Iokotele	3
Iona	45
Ionadaba	12
Ionama	2
Ionatana	137
Iono	3
Iopa	16
Iora	1
Iorai	1
Iorama	54
Ioridane	213
